randomindex,X,system.index,Aridity_Index,Biome,CHELSA_Annual_Mean_Temperature,CHELSA_Annual_Precipitation,CHELSA_Isothermality,CHELSA_Max_Temperature_of_Warmest_Month,CHELSA_Mean_Diurnal_Range,CHELSA_Mean_Temperature_of_Coldest_Quarter,CHELSA_Mean_Temperature_of_Driest_Quarter,CHELSA_Mean_Temperature_of_Warmest_Quarter,CHELSA_Mean_Temperature_of_Wettest_Quarter,CHELSA_Min_Temperature_of_Coldest_Month,CHELSA_Precipitation_Seasonality,CHELSA_Precipitation_of_Coldest_Quarter,CHELSA_Precipitation_of_Driest_Month,CHELSA_Precipitation_of_Driest_Quarter,CHELSA_Precipitation_of_Warmest_Quarter,CHELSA_Precipitation_of_Wettest_Month,CHELSA_Precipitation_of_Wettest_Quarter,CHELSA_Temperature_Annual_Range,CHELSA_Temperature_Seasonality,Depth_to_Water_Table,EarthEnvCloudCover_MODCF_interannualSD,EarthEnvCloudCover_MODCF_intraannualSD,EarthEnvCloudCover_MODCF_meanannual,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,Human_Development_Percentage,Human_Disturbance,LandCoverClass_Cultivated_and_Managed_Vegetation,LandCoverClass_Urban_Builtup,SG_Absolute_depth_to_bedrock,SG_Clay_Content_0_100cm,SG_Coarse_fragments_0_100cm,SG_Sand_Content_0_100cm,SG_Silt_Content_0_100cm,SG_Soil_pH_H2O_0_100cm,WDPA,WorldClim2_SolarRadiation_AnnualMean,WorldClim2_WindSpeed_AnnualMean,cropland,grazing,index,info_coverage,leaf_habit,no_plots,pasture,rangeland,year,.geo,longitude,latitude
376,376,00000000000000000e67_0,13463,Temperate broadleaf forests,108.09883,1758.5007,221.97424,257.08478,68.43976,-9.270493,-9.270493,227.13997,227.13997,-51.238247,72.8811,104.96699,29.00002,104.96699,1001.8351,338.65088,1001.8351,308.32303,8472.441,155.12787,990,1432,6310,-0.960714,0.008789964,0.03526395,667.5,0.018987987,7.31E-05,199.5,17.58847,0,0.4560542,0,0,3422.787,22.325966,20.147625,38.971138,38.720924,57.60843,0,13932.333,3.3583333,0.94334966,0,0,0.979591837,7.798688792,1,0,0,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.65416666666664,35.112500000000004]}",127.6541667,35.1125
378,378,00000000000000000ee6_0,14107,Temperate broadleaf forests,71.049225,1485.3428,194.591,224.05635,62.615604,-56.02922,-56.02922,195.3958,195.3958,-97.72425,78.30805,104.07014,30.001017,104.07014,927.228,314.7367,927.228,321.78058,8981.444,197.25407,902,1180,7461,0.21416202,-0.82437986,0.42154312,1023,-0.03498255,0.000189785,204.5,16.83476,21,0.185225,21,0,1885.7806,17.524137,19.053953,44.53126,37.928886,53.287075,0,12704.5,3.1083333,0,0,0,0.818181818,1.737871148,1,0,0,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.45416666666665,37.87916666666667]}",128.4541667,37.87916667
379,379,00000000000000000f0f_0,13230,Temperate broadleaf forests,92.23705,1347.752,180.31154,238.62788,55.408745,-31.000864,-31.000864,213.21259,213.21259,-68.66661,74.39187,108.966545,27,108.966545,809.05316,274.04486,809.05316,307.2945,8743.004,18.673935,1042,1039,6898,-0.37177056,0.71047276,0.10895686,673.5,0.20492527,-0.000479684,79.5,6.2377424,39,0.47460398,39,0,2884.0972,18.224165,16.417925,44.823925,36.964848,55.503967,0,12814.833,2.8,5.3890605,0,0,0.909090909,1.37518595,1,0,0,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.7625,37.5875]}",128.7625,37.5875
380,380,00000000000000000f27_0,13807,Temperate broadleaf forests,79.74208,1678.6108,174.8575,222.63129,51.933693,-38.974483,-38.974483,198.7656,198.7656,-74.37445,70.55782,151.56732,37.13361,151.56732,986.4564,341.28476,986.4564,297.00577,8506.605,0,888,1078,7654,-0.8133416,-0.58178437,0.009766595,939,0.09225382,-0.000102197,92,7.663437,16,0.20788503,16,0,2004.189,21.99802,20.940182,40.620544,37.224712,53.893036,0,12676.917,3.3833332,0,0,0,0.944444444,3.863393162,1,0,0,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.94583333333333,37.4375]}",128.9458333,37.4375
381,381,00000000000000000f2c_0,13088,Temperate broadleaf forests,87.89978,1252.719,181.25037,231.85318,54.23427,-31.392256,-31.392256,207.03658,207.03658,-67.36974,76.43754,100.18611,24.050638,100.18611,766.1759,265.0196,766.1759,299.22293,8533.842,48.54686,975,1141,7207,-0.18863013,0.9815495,0.5878256,829.5,-0.014414968,-5.56E-05,146,13.430412,0,0.4452872,0,0,2185.657,20.364914,18.436056,39.63687,39.87809,58.022324,0,12777.25,3.025,3.989503,0.13237162,0,0.959459459,19.86133632,1,0.13237162,0,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.9875,37.295833333333334]}",128.9875,37.29583333
401,401,00000000000000000f07_0,13539,Temperate broadleaf forests,142.19841,1619.5812,181.83783,278.88763,51.98245,30.094032,30.094032,255.33247,236.09451,-6.9848614,63.50679,108.134254,28.03354,108.134254,754.21515,298.01633,836.0483,285.8725,8024.6284,85.30993,1123,1241,5396,-0.34638447,-0.8818848,0.002807631,159.5,-0.040911004,0.000371514,128.5,11.459646,5,0.6731933,5,0,1619.6992,25.985815,15.538347,38.156055,35.836384,56.832245,0,13578.583,2.95,3.9996202,1.00312,0,0.956521739,3.271403724,1,1.00312,0,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.66250000000002,34.920833333333334]}",128.6625,34.92083333
422,422,00000000000000000e19_0,18123,Temperate broadleaf forests,129.85364,1987.9878,81.14891,242.74458,18.216486,37.08442,72.73724,232.06564,232.06564,18.262438,46.804184,288.90033,63.983467,231.95041,862.23694,304.718,862.23694,224.48213,6933.703,47.505417,979,1044,7343,-0.23232742,0.6309947,-0.119111165,537.5,0.20254864,-0.00015908,83,5.9321494,25,0.54944694,25,0,6882.5063,27.777924,15.43626,32.646484,39.57959,54.93852,0,13953.667,4.4333334,16.87879,0.8545668,0,0.991666667,10.17587009,1,0.8545668,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.63749999999999,33.4375]}",126.6375,33.4375
423,423,00000000000000000e38_0,12337,Temperate broadleaf forests,116.54793,1651.3284,225.86568,285.2196,81.42078,-25.794643,-25.794643,248.69356,248.69356,-75.2637,100.997665,66.94869,20.98299,66.94869,1187.5038,485.04395,1187.5038,360.4833,9866.825,67.49508,949,1551,5695,0.5405141,-0.7959754,0.19403894,119.5,-0.16254647,-0.000636379,160.5,14.711098,58,0.7193249,58,0,1618.0656,20.444632,19.390743,42.03159,37.678436,59.472458,0,13203.25,1.9583333,12.924458,0,0,0.899999976,6.606076022,1,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.08749999999998,37.670833333333334]}",127.0875,37.67083333
424,424,00000000000000000e4c_0,12874,Temperate broadleaf forests,94.57569,1484.5713,218.77353,263.59378,80.609146,-50.73349,-50.73349,227.74373,227.74373,-104.86561,99.86485,64.96512,20.99946,64.96512,1085.9792,417.15848,1085.9792,368.45938,9978.42,13.020485,1035,1365,5952,-0.93549335,0.14949353,-0.011072126,452,0.2629006,5.68E-05,140,11.549786,0,0.3933786,0,0,2629.7996,20.674246,18.303915,39.005302,40.330975,59.764362,0,13038.25,1.825,15.02074,0,0,0.894736842,2.095057941,1,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.41250000000002,38.2125]}",127.4125,38.2125
425,425,00000000000000000e55_0,11703,Temperate broadleaf forests,111.382286,1674.1688,250.51894,276.84247,86.12454,-20.483011,-20.483011,239.18884,239.18884,-66.94222,81.391,118.90052,38.966652,118.90052,1059.4012,398.366,1059.4012,343.78467,9365.938,73.5372,1003,1189,5970,0.91685283,-0.08690759,-0.00511648,465.5,0.04169486,0.000185874,124.5,11.155049,0,0.56805104,0,0,2675.429,22.00604,19.004684,39.531754,38.612343,57.467285,0,14094.833,2.0416665,7.1292543,0,0,0.986486486,8.495785041,1,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.48750000000001,36.30416666666667]}",127.4875,36.30416667
427,427,00000000000000000e7d_0,11704,Temperate broadleaf forests,140.15375,1415.6514,214.30925,288.21893,66.24059,20.878021,20.878021,259.148,258.86362,-20.869852,77.966324,69.0668,19.00028,69.0668,814.4005,296.30237,814.8368,309.08878,8532.121,0,1026,1523,5448,0.3744184,0.9177943,-0.029592235,85,-0.042142212,-0.000135108,56,4.9304175,80,0.65098697,80,0,2186.3806,24.70853,13.15691,39.14348,36.14057,57.71714,0,14143.917,2.55,25.689184,0.56087947,0,0.962962963,8.205126154,1,0.56087947,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.82916666666665,35.07083333333333]}",127.8291667,35.07083333
428,428,00000000000000000e85_0,11900,Temperate broadleaf forests,112.52976,985.93756,213.39124,277.52386,76.326454,-29.61389,-29.61389,243.24004,243.24004,-80.1593,88.52182,55.115646,18.033066,55.115646,668.293,241.46414,668.293,357.68317,9787.063,0,1001,1202,5470,0.5397781,-0.5582136,-0.031850837,176,0.24819085,-0.000420159,49,4.0134134,0,0.17313273,0,0,1925.3107,20.780346,18.892979,41.89843,37.47497,59.588932,0,13116.25,1.6416667,0.20284933,0,0,0.933333333,2.485795607,1,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.86250000000001,38.104166666666664]}",127.8625,38.10416667
429,429,00000000000000000e93_0,12915,Temperate broadleaf forests,131.819,1967.5739,177.8795,268.43005,50.56728,20.258675,20.258675,245.52365,226.71553,-15.848322,72.22848,91.2,25.066538,91.2,1021.0941,375.4967,1065.7084,284.27835,8047.7856,11.456716,1091,1385,5563,-0.4804607,0.87546927,-0.21933073,314,0.1410371,-0.000189828,175,15.30767,0,0.4648846,0,0,1831.9258,24.4943,14.824804,39.214752,36.27184,56.725708,0,13956.667,3.2916667,11.41949,0.95900553,0,0.957142857,3.925202687,1,0.95900553,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.92083333333335,34.7875]}",127.9208333,34.7875
430,430,00000000000000000e96_0,11920,Temperate broadleaf forests,129.79599,1583.5063,232.78221,283.33078,74.58399,7.4576077,7.4576077,251.04599,251.04599,-37.071724,79.34728,76.799965,18.96646,76.799965,948.06036,319.29843,948.06036,320.4025,8732.897,124.05692,1117,1488,5434,0.74930537,-0.16023272,0.08564434,261.5,-0.00122831,0.000196607,100.5,7.8520985,0,0.45869982,0,0,2582.0068,23.778276,14.142265,39.879925,36.42829,57.61885,0,14034.25,2.4,28.89604,1.283638,0,0.886363636,11.19082781,1,1.283638,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.92083333333335,35.25416666666667]}",127.9208333,35.25416667
435,435,00000000000000000ee3_0,13581,Temperate broadleaf forests,80.04318,1428.2097,196.78969,233.66756,63.758232,-48.182964,-48.182964,204.61462,204.61462,-90.32418,66.109726,127.74995,35.916836,127.74995,792.2785,264.16495,792.2785,323.99176,9040.635,29.922062,961,982,7089,0.47103488,-0.8115291,-0.002077498,854,-0.007075201,-0.000220079,148.5,12.195922,19,0.22736154,19,0,2080.2622,18.810274,18.44095,43.17367,37.978817,53.706955,0,12830.833,2.7916667,1.1108347,0,0,0.887096774,5.400769182,1,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.45416666666665,37.80416666666667]}",128.4541667,37.80416667
437,437,00000000000000000f24_0,13574,Temperate broadleaf forests,77.62893,1241.4387,194.21428,224.76237,59.21029,-42.511578,-42.511578,197.916,197.916,-80.108604,79.74593,89.8494,21.983185,89.8494,781.16046,267.7144,781.16046,304.87097,8603.797,46.360214,922,1094,7245,0.101612255,0.57995576,0.071813405,1027.5,0.058880948,5.33E-05,99.5,8.081398,0,0.5126761,0,0,1899.5173,17.68408,19.069067,43.178955,39.095325,54.047142,0,12803.667,3.0166667,5.9213862,0,0,0.84375,11.59082774,1,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.9375,37.1875]}",128.9375,37.1875
438,438,00000000000000000f48_0,11511,Temperate broadleaf forests,135.46297,1498.8853,189.44745,274.3148,54.932014,22.220406,22.220406,249.42744,230.79358,-15.644261,67.976585,93.0668,29.00028,93.0668,774.05884,279.2186,784.7752,289.95905,8093.1313,75.62038,1147,1249,5932,0.12470693,-0.87430435,-0.17436634,239.5,0.037546016,-0.00035715,162,14.217844,0,0.5725182,0,0,1457.3713,23.906517,15.2081785,39.459625,36.779068,58.27589,0,13197.083,3.0583334,10.820107,0.004597967,0,0.846153846,6.896379545,1,0.004597967,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.19583333333333,35.34583333333333]}",129.1958333,35.34583333
439,439,00000000000000000f49_0,11511,Temperate broadleaf forests,135.46297,1498.8853,189.44745,274.3148,54.932014,22.220406,22.220406,249.42744,230.79358,-15.644261,67.976585,93.0668,29.00028,93.0668,774.05884,279.2186,784.7752,289.95905,8093.1313,75.62038,1147,1249,5932,0.12470693,-0.87430435,-0.17436634,239.5,0.037546016,-0.00035715,162,14.217844,0,0.5725182,0,0,1457.3713,23.906517,15.2081785,39.459625,36.779068,58.27589,0,13197.083,3.0583334,10.820107,0.004597967,0,0.885714286,8.720343806,1,0.004597967,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.19583333333333,35.34583333333333]}",129.1958333,35.34583333
440,440,00000000000000000f4a_0,11511,Temperate broadleaf forests,135.46297,1498.8853,189.44745,274.3148,54.932014,22.220406,22.220406,249.42744,230.79358,-15.644261,67.976585,93.0668,29.00028,93.0668,774.05884,279.2186,784.7752,289.95905,8093.1313,75.62038,1147,1249,5932,0.12470693,-0.87430435,-0.17436634,239.5,0.037546016,-0.00035715,162,14.217844,0,0.5725182,0,0,1457.3713,23.906517,15.2081785,39.459625,36.779068,58.27589,0,13197.083,3.0583334,10.820107,0.004597967,0,0.909090909,7.75909015,1,0.004597967,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.19583333333333,35.34583333333333]}",129.1958333,35.34583333
466,466,00000000000000000eda_0,12582,Temperate broadleaf forests,95.02961,1240.6641,182.80309,246.26775,58.69019,-33.750748,-33.750748,219.2519,219.2519,-74.7891,71.52078,110.33601,32.100605,110.33601,735.4346,257.47302,735.4346,321.05685,9049.917,6.1981153,1020,1112,6911,0.4338643,-0.84310675,0.23109782,543.5,0.024301257,-0.000232383,184,14.7468,0,0.41675523,0,0,1940.797,19.222805,17.5107,44.285004,36.655952,56.32959,0,12800.083,2.8,2.0608084,0,0,0.978723404,10.53309854,1,0,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.37083333333334,38.27916666666667]}",128.3708333,38.27916667
467,467,00000000000000000f12_0,13350,Temperate broadleaf forests,87.053215,1493.7003,189.66438,234.50273,58.36184,-35.237232,-35.237232,207.94115,207.94115,-73.20833,65.31802,138.98373,34.983555,138.98373,831.68286,301.8496,831.68286,307.71106,8704.186,34.76324,984,1148,7204,-0.2205089,0.9708307,-0.5324831,814,-0.07480162,-0.000574017,84,8.606503,65,0.40987498,65,0,1848.5659,21.618172,15.6423025,37.961197,40.401703,57.49073,0,12831.583,2.7916667,2.5212126,0.2273152,0,0.87037037,13.57030773,1,0.2273152,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.8458333333333,37.3375]}",128.8458333,37.3375
468,468,00000000000000000f16_0,12627,Temperate broadleaf forests,109.20666,1205.0443,169.44514,252.4485,51.07526,-12.997688,-12.997688,228.81746,228.81746,-48.978012,67.949455,113.23599,27.067453,113.23599,670.53595,231.78372,670.53595,301.4265,8666.517,33.992516,1054,1170,6318,0.48193988,0.87563837,0.25715154,391.5,0.20337468,0.000120527,106.5,8.361294,0,0.40317,0,0,2563.482,21.529339,14.860068,41.823147,36.794624,56.193283,0,12905.833,2.65,0.3187644,0,0,0.980769231,11.29498884,1,0,0,2014,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.85416666666669,37.62083333333334]}",128.8541667,37.62083333
474,474,00000000000000000e40_0,12946,Temperate broadleaf forests,96.47162,1515.1768,219.56027,266.89612,81.63537,-50.12114,-50.12114,230.4947,230.4947,-104.917076,95.82548,68.91714,21.983467,68.91714,1079.875,403.16873,1079.875,371.81323,10054.748,161.54196,991,1277,5548,0.24751383,0.9688834,0.068482935,412.5,0.000200471,7.69E-06,180,16.362549,0,0.38481954,0,0,1988.2249,23.29474,19.278677,35.7162,41.060726,58.914772,0,13119.917,1.8166666,25.528744,0.06464976,0,0.97260274,4.529564718,1,0.06464976,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.17916666666667,38.2125]}",127.1791667,38.2125
475,475,00000000000000000eab_0,12550,Temperate broadleaf forests,142.6386,1668.1204,180.78162,280.3492,52.003014,29.521017,29.521017,256.93085,256.93085,-7.3072577,60.696053,98.68278,26.916561,98.68278,762.1942,254.83107,762.1942,287.65646,8122.334,79.6387,1086,1223,5089,0.44641405,-0.09515828,0.094770655,112,0.05825064,1.07E-05,111,8.947865,64,0.5328114,64,0,1947.8983,25.255537,14.350609,40.61047,34.1141,57.77816,0,14038.417,3.0666666,5.052729,0.6690021,0,0.955555556,19.39243981,1,0.6690021,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.00416666666666,34.82083333333333]}",128.0041667,34.82083333
477,477,00000000000000000eea_0,14099,Temperate broadleaf forests,71.84504,1747.2415,207.45778,226.88463,67.477745,-55.694176,-55.694176,196.47427,196.47427,-98.3755,74.82307,131.04935,37.016445,131.04935,1059.0122,370.98096,1059.0122,325.26013,9023.509,25.429644,826,1168,7766,-0.72122204,0.63712025,0.31769085,1061,-0.20847285,3.17E-05,151.5,12.8908,0,0.20295914,0,0,2117.3303,18.621696,20.071579,42.778473,38.55651,52.186245,0,12788.917,2.7333333,7.98851,0.22827399,0,0.962264151,2.625111824,1,0.22827399,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.49583333333334,37.479166666666664]}",128.4958333,37.47916667
478,478,00000000000000000f21_0,12857,Temperate broadleaf forests,88.68495,1544.4542,168.04472,230.75606,49.864666,-30.853466,-30.853466,207.69884,207.69884,-65.97852,74.13132,134.74777,32.949554,134.74777,908.97906,320.36505,908.97906,296.7346,8538.164,51.264038,1031,1063,6814,0.1445332,0.88644564,0.11459562,760.5,0.016381767,-9.77E-05,229,19.184135,17,0.2949154,17,0,1940.7898,22.786283,19.11608,37.902206,39.323334,57.40606,0,12763.917,3.2583332,0.3187644,0,0,0.973684211,3.475801346,1,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.90416666666664,37.5875]}",128.9041667,37.5875
479,479,00000000000000000f34_0,11610,Temperate broadleaf forests,109.026306,1189.367,175.87288,251.35631,52.203175,-10.190338,-10.190338,227.31546,227.31546,-45.466988,60.794918,121.051315,29.016989,121.051315,625.03046,226.9319,625.03046,296.8233,8506.21,11.09174,1021,998,6345,-0.5704306,-0.34187573,0.14544094,451,-0.012473524,-5.75E-05,163.5,13.0734825,0,0.47470015,0,0,1908.6053,25.912457,17.526464,35.35109,38.75879,59.88482,0,12956.333,2.6583333,0.17387758,0.07196857,0,0.992307692,14.98262504,1,0.07196857,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.07083333333333,37.25416666666667]}",129.0708333,37.25416667
482,482,00000000000000003b2e_0,23654,Temperate broadleaf forests,55.18205,1523.5751,217.06235,178.03152,50.138573,-27.283459,138.36731,145.63159,35.54746,-52.9554,28.473131,332.82294,68.15112,234.5539,266.65506,202.41985,571.1755,230.98691,6288.2153,14.594325,1213,1196,6976,-0.45082593,-0.56579125,-0.027898658,1424.5,-0.503425,0.000223616,90,7.6668577,0,0.107122704,0,0,997.2741,29.680668,10.731175,32.385387,38.09894,63.01465,0,12853.75,4.9166665,1.821357,5.9542656,0,0.967479675,13.46569616,1,5.9542656,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.970833333333331,44.770833333333336]}",14.97083333,44.77083333
484,484,00000000000000003b32_0,23734,Temperate broadleaf forests,52.513596,1755.2786,218.81078,175.76128,50.695114,-29.980291,135.76392,142.9085,32.82672,-55.923428,27.618,387.71548,78.16642,270.566,310.56638,230.416,649.16473,231.68471,6291.075,58.696136,1147,1049,7095,-0.055603,-0.8315819,-0.11000287,1445.5,0.028887264,-0.000114193,98.5,8.787204,14,0.123651825,14,0,1165.4071,28.775562,24.817009,32.60721,38.744133,61.25342,0,12778.833,4.9583335,1.821357,5.9542656,0,0.967479675,12.62555728,1,5.9542656,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.979166666666657,44.77916666666667]}",14.97916667,44.77916667
485,485,00000000000000003b37_0,13364,Temperate broadleaf forests,87.49179,1455.2379,207.23123,208.97366,47.381927,4.7222548,171.0619,178.74413,67.98748,-19.669077,30.018219,322.10223,61.283512,213.86725,246.01842,195.4664,548.18274,228.64275,6311.07,0,1185,1619,6749,0.8615316,0.2496142,0.30546513,944,0.35212785,-0.00032625,148.5,11.171822,8,0.13930456,8,0,1246.6266,32.33671,10.496071,27.772709,39.93262,63.507656,0,13018.667,3.9333334,0.90319127,9.147869,0,0.968253968,1.662048816,1,9.147869,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.1875,44.4875]}",15.1875,44.4875
492,492,00000000000000003bb2_0,12132,Temperate broadleaf forests,68.24059,1228.2799,300.3295,221.61014,87.394775,-24.128304,166.42123,166.42123,42.768703,-69.38641,17.341776,327.59943,78.81556,246.31383,246.31383,143.86668,401.64996,290.99655,7028.346,109.95625,1134,1271,6978,0.8838524,0.42105842,0.02991043,1291,0.121935606,0.00022109,189,16.729229,0,0.19374682,0,0,1384.4718,23.94904,17.24437,36.12465,39.889565,59.048016,0,13436.583,2.4833333,1.418522,22.84439,0,0.974576271,5.234959697,1,22.84439,0,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.695833333333326,43.30416666666667]}",18.69583333,43.30416667
493,493,00000000000000003bb3_0,12132,Temperate broadleaf forests,68.24059,1228.2799,300.3295,221.61014,87.394775,-24.128304,166.42123,166.42123,42.768703,-69.38641,17.341776,327.59943,78.81556,246.31383,246.31383,143.86668,401.64996,290.99655,7028.346,109.95625,1134,1271,6978,0.8838524,0.42105842,0.02991043,1291,0.121935606,0.00022109,189,16.729229,0,0.19374682,0,0,1384.4718,23.94904,17.24437,36.12465,39.889565,59.048016,0,13436.583,2.4833333,1.418522,22.84439,0,0.972222222,12.87759895,1,22.84439,0,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.695833333333326,43.30416666666667]}",18.69583333,43.30416667
494,494,00000000000000003bb4_0,12132,Temperate broadleaf forests,68.24059,1228.2799,300.3295,221.61014,87.394775,-24.128304,166.42123,166.42123,42.768703,-69.38641,17.341776,327.59943,78.81556,246.31383,246.31383,143.86668,401.64996,290.99655,7028.346,109.95625,1134,1271,6978,0.8838524,0.42105842,0.02991043,1291,0.121935606,0.00022109,189,16.729229,0,0.19374682,0,0,1384.4718,23.94904,17.24437,36.12465,39.889565,59.048016,0,13436.583,2.4833333,1.418522,22.84439,0,0.982378855,14.81810145,1,22.84439,0,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.695833333333326,43.30416666666667]}",18.69583333,43.30416667
496,496,00000000000000003bb7_0,11913,Temperate broadleaf forests,82.76084,1151.5325,298.5602,237.06422,87.45236,-10.591521,181.70383,181.70383,56.767876,-55.849495,18.640066,308.68628,71.78459,221.35321,221.35321,136.90134,383.7207,292.9137,7092.44,70.79783,1147,1272,6882,0.96488935,0.26262933,0.014124493,1067.5,-0.15031084,0.000122918,200,18.323444,0,0.19735323,0,0,1384.5685,24.823748,18.186865,35.04833,40.127937,59.632076,0,13398.333,2.1083333,1.418522,22.84439,0,0.986666667,14.88484966,1,22.84439,0,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.695833333333326,43.3125]}",18.69583333,43.3125
531,531,00000000000000002204_0,10255,Tropical coniferous forests,126.823685,2792.7766,579.32965,189.0812,73.788055,106.69948,121.68342,140.80913,134.95697,61.713196,66.3226,277.5688,63.867413,203.63513,500.28555,461.7167,1360.3865,127.368004,1196.5897,11.3429785,979,1526,7609,-0.72807145,0.6114638,0.15344916,2515.5,0.14223668,-2.02E-05,138,11.390724,15,0.26961628,15,0,2479.1177,33.139732,9.400218,39.470577,27.40224,55.08219,0,18579.084,2.9333334,2.9730277,0.60600924,0,0.965517241,16.79894156,1,0.60600924,0,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.24583333333334,15.504166666666663]}",-91.24583333,15.50416667
